noun_w_buah_affixed1	noun_w_buah_affixed2	cossim
perusahaan	terusan	0.25
perusahaan	penegasan	0.2
perusahaan	kontrakan	0.28
perusahaan	cerminan	0.31
perusahaan	gundukan	0.2
perusahaan	lompatan	0.24
perusahaan	renungan	0.1
perusahaan	pelataran	0.16
perusahaan	perempatan	0.22
perusahaan	rangkuman	0.21
perusahaan	ketukan	0.12
perusahaan	bisikan	0.09
perusahaan	bungkusan	0.17
perusahaan	kerumitan	0.24
perusahaan	pahatan	0.22
perusahaan	sindiran	0.1
perusahaan	kewajaran	0.23
perusahaan	penantian	0.17
perusahaan	pergelaran	0.2
perusahaan	meteran	0.2
perusahaan	tuturan	0.1
perusahaan	ujaran	0.08
perusahaan	kesengajaan	0.25
perusahaan	penggaris	0.19
perusahaan	tamparan	0.17
perusahaan	hantaman	0.17
perusahaan	kecupan	0.12
perusahaan	layangan	0.22
perusahaan	lamunan	0.11
perusahaan	gurauan	0.13
perusahaan	kelaziman	0.24
perusahaan	ketidaksengajaan	0.23
perusahaan	kemustahilan	0.2
perusahaan	suitan	0.2
perusahaan	penyerah	0.37
perjalanan	makanan	0.34
perjalanan	pendidikan	0.4
perjalanan	pemerintah	0.25
perjalanan	tujuan	0.54
perjalanan	kehidupan	0.53
perjalanan	hubungan	0.42
perjalanan	kegiatan	0.5
perjalanan	kecamatan	0.22
perjalanan	penilaian	0.33
perjalanan	kemampuan	0.32
perjalanan	lingkungan	0.36
perjalanan	kebutuhan	0.32
perjalanan	keadaan	0.43
perjalanan	pekerjaan	0.42
perjalanan	perubahan	0.37
perjalanan	permainan	0.34
perjalanan	pilihan	0.33
perjalanan	pertanyaan	0.33
perjalanan	penelitian	0.33
perjalanan	jaringan	0.3
perjalanan	pemerintahan	0.31
perjalanan	kekuatan	0.3
perjalanan	ukuran	0.29
perjalanan	tanaman	0.31
perjalanan	layanan	0.41
perjalanan	perkembangan	0.43
perjalanan	pengetahuan	0.32
perjalanan	pengalaman	0.54
perjalanan	pertandingan	0.41
perjalanan	bangunan	0.32
perjalanan	kemungkinan	0.28
perjalanan	pembangunan	0.41
perjalanan	kesempatan	0.29
perjalanan	tindakan	0.38
perjalanan	gerakan	0.34
perjalanan	kerajaan	0.32
perjalanan	kematian	0.31
perjalanan	kebijakan	0.33
perjalanan	pembelajaran	0.39
perjalanan	serangan	0.34
perjalanan	tulisan	0.28
perjalanan	jawaban	0.2
perjalanan	perbedaan	0.28
perjalanan	kekuasaan	0.25
perjalanan	keputusan	0.31
perjalanan	keuntungan	0.32
perjalanan	kehilangan	0.32
perjalanan	kejadian	0.41
perjalanan	kendaraan	0.44
perjalanan	perasaan	0.29
perjalanan	pelajaran	0.34
perjalanan	ruangan	0.31
perjalanan	peningkatan	0.37
perjalanan	saluran	0.35
perjalanan	aliran	0.28
perjalanan	laporan	0.33
perjalanan	pemilihan	0.3
perjalanan	kemenangan	0.36
perjalanan	pernikahan	0.38
perjalanan	catatan	0.4
perjalanan	pertemuan	0.42
perjalanan	penjualan	0.37
perjalanan	kesalahan	0.3
perjalanan	pandangan	0.36
perjalanan	lapangan	0.3
perjalanan	keseluruhan	0.32
perjalanan	perbuatan	0.34
perjalanan	keinginan	0.29
perjalanan	jabatan	0.29
perjalanan	penampilan	0.34
perjalanan	aturan	0.24
perjalanan	harapan	0.31
perjalanan	perencanaan	0.51
perjalanan	latihan	0.36
perjalanan	peralatan	0.29
perjalanan	penjelasan	0.25
perjalanan	kepercayaan	0.26
perjalanan	peraturan	0.27
perjalanan	kebiasaan	0.38
perjalanan	permasalahan	0.31
perjalanan	pemikiran	0.36
perjalanan	pengertian	0.23
perjalanan	ajaran	0.29
perjalanan	permintaan	0.22
perjalanan	kebenaran	0.27
perjalanan	pemahaman	0.35
perjalanan	pernyataan	0.23
perjalanan	kebudayaan	0.33
perjalanan	perjanjian	0.34
perjalanan	campuran	0.23
perjalanan	pertempuran	0.43
perjalanan	pendekatan	0.29
perjalanan	pelatihan	0.38
perjalanan	sebutan	0.12
perjalanan	petunjuk	0.32
perjalanan	ketinggian	0.29
perjalanan	kebaikan	0.31
perjalanan	hukuman	0.24
perjalanan	ujian	0.33
perjalanan	perguruan	0.29
perjalanan	perjuangan	0.51
perjalanan	kejahatan	0.31
perjalanan	masakan	0.34
perjalanan	ketentuan	0.26
perjalanan	kewajiban	0.26
perjalanan	pengelolaan	0.38
perjalanan	kemajuan	0.43
perjalanan	penawaran	0.31
perjalanan	kepemimpinan	0.29
perjalanan	rekaman	0.33
perjalanan	persoalan	0.3
perjalanan	jurusan	0.3
perjalanan	satuan	0.31
perjalanan	peringatan	0.27
perjalanan	kenyataan	0.29
perjalanan	kecelakaan	0.42
perjalanan	ikatan	0.28
perjalanan	kekerasan	0.2
perjalanan	keyakinan	0.27
perjalanan	kesadaran	0.31
perjalanan	tantangan	0.34
perjalanan	panggilan	0.29
perjalanan	gambaran	0.36
perjalanan	pemandangan	0.44
perjalanan	potongan	0.29
perjalanan	ancaman	0.25
perjalanan	rangkaian	0.39
perjalanan	kunjungan	0.45
perjalanan	keberhasilan	0.39
perjalanan	kebebasan	0.29
perjalanan	keindahan	0.38
perjalanan	perbatasan	0.34
perjalanan	pertimbangan	0.29
perjalanan	kebetulan	0.34
perjalanan	persiapan	0.46
perjalanan	harian	0.37
perjalanan	pembicaraan	0.35
perjalanan	ucapan	0.22
perjalanan	pelabuhan	0.35
perjalanan	pertunjukan	0.4
perjalanan	pengadilan	0.28
perjalanan	lukisan	0.25
perjalanan	tuntutan	0.25
perjalanan	pelanggaran	0.3
perjalanan	gagasan	0.28
perjalanan	pesanan	0.31
perjalanan	penemuan	0.34
perjalanan	jaminan	0.3
perjalanan	perkebunan	0.3
perjalanan	lingkaran	0.25
perjalanan	daratan	0.33
perjalanan	kekalahan	0.28
perjalanan	pergerakan	0.39
perjalanan	percobaan	0.3
perjalanan	peradaban	0.36
perjalanan	kegagalan	0.33
perjalanan	perayaan	0.39
perjalanan	perkawinan	0.32
perjalanan	perekonomian	0.31
perjalanan	pengakuan	0.21
perjalanan	kajian	0.35
perjalanan	kesuksesan	0.38
perjalanan	dataran	0.32
perjalanan	persamaan	0.23
perjalanan	tinjauan	0.26
perjalanan	kesatuan	0.32
perjalanan	kesepakatan	0.32
perjalanan	perumahan	0.24
perjalanan	penutup	0.26
perjalanan	pemberontakan	0.3
perjalanan	pengajaran	0.38
perjalanan	kebahagiaan	0.31
perjalanan	susunan	0.27
perjalanan	kebakaran	0.28
perjalanan	undangan	0.25
perjalanan	kesimpulan	0.26
perjalanan	panduan	0.35
perjalanan	tahapan	0.39
perjalanan	larutan	0.2
perjalanan	angkutan	0.4
perjalanan	pengukuran	0.32
perjalanan	dugaan	0.28
perjalanan	keadilan	0.2
perjalanan	pameran	0.35
perjalanan	permohonan	0.26
perjalanan	keseimbangan	0.3
perjalanan	perlawanan	0.33
perjalanan	peperangan	0.4
perjalanan	pengumuman	0.24
perjalanan	kemasan	0.24
perjalanan	persahabatan	0.39
perjalanan	tawaran	0.28
perjalanan	pencapaian	0.46
perjalanan	acuan	0.25
perjalanan	kehormatan	0.26
perjalanan	muatan	0.28
perjalanan	percakapan	0.4
perjalanan	ungkapan	0.23
perjalanan	kenangan	0.37
perjalanan	mainan	0.2
perjalanan	rancangan	0.32
perjalanan	karangan	0.24
perjalanan	dorongan	0.25
perjalanan	batasan	0.25
perjalanan	bayangan	0.26
perjalanan	tarian	0.28
perjalanan	pertarungan	0.4
perjalanan	usulan	0.24
perjalanan	kecenderungan	0.23
perjalanan	ledakan	0.27
perjalanan	pengembang	0.21
perjalanan	pembuka	0.34
perjalanan	penerbit	0.22
perjalanan	ingatan	0.29
perjalanan	hiasan	0.17
perjalanan	permulaan	0.4
perjalanan	balasan	0.26
perjalanan	penginapan	0.4
perjalanan	pemecahan	0.25
perjalanan	petualangan	0.56
perjalanan	peternakan	0.3
perjalanan	tuduhan	0.2
perjalanan	penerbitan	0.3
perjalanan	perdebatan	0.27
perjalanan	tembakan	0.24
perjalanan	keberanian	0.23
perjalanan	ciuman	0.23
perjalanan	pertanda	0.31
perjalanan	anggapan	0.2
perjalanan	perhiasan	0.19
perjalanan	pukulan	0.24
perjalanan	kutipan	0.24
perjalanan	kepastian	0.27
perjalanan	kebanggaan	0.23
perjalanan	permukiman	0.31
perjalanan	hunian	0.24
perjalanan	kejutan	0.3
perjalanan	tayangan	0.28
perjalanan	pengantar	0.32
perjalanan	kuburan	0.24
perjalanan	pengorbanan	0.33
perjalanan	pangkalan	0.26
perjalanan	lembaran	0.32
perjalanan	tendangan	0.25
perjalanan	perpaduan	0.29
perjalanan	kesedihan	0.25
perjalanan	jalinan	0.33
perjalanan	kejujuran	0.21
perjalanan	senyuman	0.19
perjalanan	kebersamaan	0.32
perjalanan	keajaiban	0.34
perjalanan	paduan	0.23
perjalanan	perlombaan	0.36
perjalanan	perkumpulan	0.28
perjalanan	tautan	0.15
perjalanan	keharusan	0.25
perjalanan	pelukan	0.21
perjalanan	perpisahan	0.35
perjalanan	persidangan	0.34
perjalanan	rumusan	0.23
perjalanan	penyajian	0.28
perjalanan	nyanyian	0.27
perjalanan	kementerian	0.25
perjalanan	perkampungan	0.33
perjalanan	penanda	0.27
perjalanan	pengabdian	0.32
perjalanan	terobosan	0.31
perjalanan	kesultanan	0.2
perjalanan	suntikan	0.12
perjalanan	persimpangan	0.41
perjalanan	kritikan	0.18
perjalanan	pertemanan	0.34
perjalanan	kekosongan	0.34
perjalanan	percetakan	0.26
perjalanan	halangan	0.35
perjalanan	kutukan	0.14
perjalanan	perbincangan	0.33
perjalanan	kiriman	0.28
perjalanan	pementasan	0.31
perjalanan	kebodohan	0.19
perjalanan	teriakan	0.17
perjalanan	kejelasan	0.23
perjalanan	pertengkaran	0.28
perjalanan	ajakan	0.21
perjalanan	kemewahan	0.32
perjalanan	pelarian	0.42
perjalanan	anjuran	0.16
perjalanan	pencitraan	0.26
perjalanan	ringkasan	0.33
perjalanan	akhiran	0.03
perjalanan	tontonan	0.25
perjalanan	kerinduan	0.24
perjalanan	tikungan	0.27
perjalanan	perhelatan	0.36
perjalanan	jebakan	0.21
perjalanan	pengkhianatan	0.27
perjalanan	garapan	0.14
perjalanan	terusan	0.33
perjalanan	penegasan	0.21
perjalanan	kontrakan	0.24
perjalanan	cerminan	0.32
perjalanan	gundukan	0.17
perjalanan	lompatan	0.3
perjalanan	renungan	0.31
perjalanan	pelataran	0.34
perjalanan	perempatan	0.26
perjalanan	rangkuman	0.33
perjalanan	ketukan	0.18
perjalanan	bisikan	0.16
perjalanan	bungkusan	0.17
perjalanan	kerumitan	0.29
perjalanan	pahatan	0.15
perjalanan	sindiran	0.1
perjalanan	kewajaran	0.2
perjalanan	penantian	0.42
perjalanan	pergelaran	0.28
perjalanan	meteran	0.21
perjalanan	tuturan	0.22
perjalanan	ujaran	0.14
perjalanan	kesengajaan	0.18
perjalanan	penggaris	0.18
perjalanan	tamparan	0.2
perjalanan	hantaman	0.16
perjalanan	kecupan	0.22
perjalanan	layangan	0.2
perjalanan	lamunan	0.3
perjalanan	gurauan	0.22
perjalanan	kelaziman	0.22
perjalanan	ketidaksengajaan	0.28
perjalanan	kemustahilan	0.3
perjalanan	suitan	0.29
perjalanan	penyerah	0.28
makanan	pendidikan	0.36
makanan	pemerintah	0.28
makanan	tujuan	0.31
makanan	kehidupan	0.38
makanan	hubungan	0.33
makanan	kegiatan	0.4
makanan	kecamatan	0.23
makanan	penilaian	0.31
makanan	kemampuan	0.3
makanan	lingkungan	0.41
makanan	kebutuhan	0.48
makanan	keadaan	0.36
makanan	pekerjaan	0.38
makanan	perubahan	0.32
makanan	permainan	0.36
makanan	pilihan	0.43
makanan	pertanyaan	0.35
makanan	penelitian	0.29
makanan	jaringan	0.35
makanan	pemerintahan	0.26
makanan	kekuatan	0.35
makanan	ukuran	0.31
makanan	tanaman	0.49
makanan	layanan	0.4
makanan	perkembangan	0.31
makanan	pengetahuan	0.4
makanan	pengalaman	0.3
makanan	pertandingan	0.35
makanan	bangunan	0.37
makanan	kemungkinan	0.34
makanan	pembangunan	0.3
makanan	kesempatan	0.33
makanan	tindakan	0.31
makanan	gerakan	0.32
makanan	kerajaan	0.35
makanan	kematian	0.27
makanan	kebijakan	0.27
makanan	pembelajaran	0.26
makanan	serangan	0.31
makanan	tulisan	0.32
makanan	jawaban	0.25
makanan	perbedaan	0.28
makanan	kekuasaan	0.3
makanan	keputusan	0.29
makanan	keuntungan	0.35
makanan	kehilangan	0.32
makanan	kejadian	0.29
makanan	kendaraan	0.38
makanan	perasaan	0.28
makanan	pelajaran	0.37
makanan	ruangan	0.35
makanan	peningkatan	0.29
makanan	saluran	0.36
makanan	aliran	0.34
makanan	laporan	0.31
makanan	pemilihan	0.32
makanan	kemenangan	0.28
makanan	pernikahan	0.33
makanan	catatan	0.3
makanan	pertemuan	0.25
makanan	penjualan	0.4
makanan	kesalahan	0.26
makanan	pandangan	0.32
makanan	lapangan	0.29
makanan	keseluruhan	0.31
makanan	perbuatan	0.32
makanan	keinginan	0.32
makanan	jabatan	0.3
makanan	penampilan	0.33
makanan	aturan	0.31
makanan	harapan	0.29
makanan	perencanaan	0.31
makanan	latihan	0.36
makanan	peralatan	0.49
makanan	penjelasan	0.28
makanan	kepercayaan	0.33
makanan	peraturan	0.33
makanan	kebiasaan	0.46
makanan	permasalahan	0.27
makanan	pemikiran	0.33
makanan	pengertian	0.3
makanan	ajaran	0.31
makanan	permintaan	0.35
makanan	kebenaran	0.24
makanan	pemahaman	0.3
makanan	pernyataan	0.24
makanan	kebudayaan	0.43
makanan	perjanjian	0.27
makanan	campuran	0.44
makanan	pertempuran	0.26
makanan	pendekatan	0.27
makanan	pelatihan	0.35
makanan	sebutan	0.28
makanan	petunjuk	0.3
makanan	ketinggian	0.2
makanan	kebaikan	0.36
makanan	hukuman	0.32
makanan	ujian	0.25
makanan	perguruan	0.26
makanan	perjuangan	0.28
makanan	kejahatan	0.27
makanan	masakan	0.65
makanan	ketentuan	0.26
makanan	kewajiban	0.31
makanan	pengelolaan	0.34
makanan	kemajuan	0.24
makanan	penawaran	0.33
makanan	kepemimpinan	0.24
makanan	rekaman	0.3
makanan	persoalan	0.31
makanan	jurusan	0.27
makanan	satuan	0.28
makanan	peringatan	0.31
makanan	kenyataan	0.22
makanan	kecelakaan	0.23
makanan	ikatan	0.29
makanan	kekerasan	0.29
makanan	keyakinan	0.27
makanan	kesadaran	0.3
makanan	tantangan	0.3
makanan	panggilan	0.24
makanan	gambaran	0.34
makanan	pemandangan	0.34
makanan	potongan	0.39
makanan	ancaman	0.31
makanan	rangkaian	0.33
makanan	kunjungan	0.28
makanan	keberhasilan	0.21
makanan	kebebasan	0.25
makanan	keindahan	0.32
makanan	perbatasan	0.22
makanan	pertimbangan	0.32
makanan	kebetulan	0.26
makanan	persiapan	0.39
makanan	harian	0.39
makanan	pembicaraan	0.34
makanan	ucapan	0.32
makanan	pelabuhan	0.3
makanan	pertunjukan	0.36
makanan	pengadilan	0.21
makanan	lukisan	0.29
makanan	tuntutan	0.28
makanan	pelanggaran	0.28
makanan	gagasan	0.33
makanan	pesanan	0.41
makanan	penemuan	0.31
makanan	jaminan	0.34
makanan	perkebunan	0.32
makanan	lingkaran	0.27
makanan	daratan	0.33
makanan	kekalahan	0.26
makanan	pergerakan	0.31
makanan	percobaan	0.28
makanan	peradaban	0.3
makanan	kegagalan	0.22
makanan	perayaan	0.39
makanan	perkawinan	0.27
makanan	perekonomian	0.27
makanan	pengakuan	0.26
makanan	kajian	0.32
makanan	kesuksesan	0.24
makanan	dataran	0.28
makanan	persamaan	0.24
makanan	tinjauan	0.17
makanan	kesatuan	0.29
makanan	kesepakatan	0.2
makanan	perumahan	0.37
makanan	penutup	0.42
makanan	pemberontakan	0.24
makanan	pengajaran	0.32
makanan	kebahagiaan	0.32
makanan	susunan	0.36
makanan	kebakaran	0.22
makanan	undangan	0.35
makanan	kesimpulan	0.26
makanan	panduan	0.32
makanan	tahapan	0.29
makanan	larutan	0.36
makanan	angkutan	0.38
makanan	pengukuran	0.24
makanan	dugaan	0.17
makanan	keadilan	0.2
makanan	pameran	0.32
makanan	permohonan	0.29
makanan	keseimbangan	0.33
makanan	perlawanan	0.3
makanan	peperangan	0.26
makanan	pengumuman	0.24
makanan	kemasan	0.46
makanan	persahabatan	0.3
makanan	tawaran	0.35
makanan	pencapaian	0.2
makanan	acuan	0.24
makanan	kehormatan	0.33
makanan	muatan	0.31
makanan	percakapan	0.31
makanan	ungkapan	0.26
makanan	kenangan	0.29
makanan	mainan	0.45
makanan	rancangan	0.3
makanan	karangan	0.3
makanan	dorongan	0.32
makanan	batasan	0.3
makanan	bayangan	0.24
makanan	tarian	0.38
makanan	pertarungan	0.28
makanan	usulan	0.25
makanan	kecenderungan	0.28
makanan	ledakan	0.27
makanan	pengembang	0.28
makanan	pembuka	0.39
makanan	penerbit	0.18
makanan	ingatan	0.3
makanan	hiasan	0.4
makanan	permulaan	0.26
makanan	balasan	0.28
makanan	penginapan	0.39
makanan	pemecahan	0.29
makanan	petualangan	0.28
makanan	peternakan	0.37
makanan	tuduhan	0.24
makanan	penerbitan	0.26
makanan	perdebatan	0.27
makanan	tembakan	0.24
makanan	keberanian	0.21
makanan	ciuman	0.32
makanan	pertanda	0.29
makanan	anggapan	0.32
makanan	perhiasan	0.39
makanan	pukulan	0.28
makanan	kutipan	0.28
makanan	kepastian	0.22
makanan	kebanggaan	0.26
makanan	permukiman	0.34
makanan	hunian	0.33
makanan	kejutan	0.36
makanan	tayangan	0.35
makanan	pengantar	0.35
makanan	kuburan	0.3
makanan	pengorbanan	0.3
makanan	pangkalan	0.33
makanan	lembaran	0.33
makanan	tendangan	0.25
makanan	perpaduan	0.31
makanan	kesedihan	0.19
makanan	jalinan	0.22
makanan	kejujuran	0.22
makanan	senyuman	0.27
makanan	kebersamaan	0.23
makanan	keajaiban	0.31
makanan	paduan	0.3
makanan	perlombaan	0.31
makanan	perkumpulan	0.24
makanan	tautan	0.21
makanan	keharusan	0.3
makanan	pelukan	0.24
makanan	perpisahan	0.22
makanan	persidangan	0.21
makanan	rumusan	0.2
makanan	penyajian	0.46
makanan	nyanyian	0.33
makanan	kementerian	0.25
makanan	perkampungan	0.33
makanan	penanda	0.22
makanan	pengabdian	0.2
makanan	terobosan	0.22
makanan	kesultanan	0.23
makanan	suntikan	0.29
makanan	persimpangan	0.25
makanan	kritikan	0.29
makanan	pertemanan	0.26
makanan	kekosongan	0.25
makanan	percetakan	0.27
makanan	halangan	0.26
makanan	kutukan	0.2
makanan	perbincangan	0.3
makanan	kiriman	0.33
makanan	pementasan	0.24
makanan	kebodohan	0.17
makanan	teriakan	0.24
makanan	kejelasan	0.21
makanan	pertengkaran	0.26
makanan	ajakan	0.28
makanan	kemewahan	0.36
makanan	pelarian	0.31
makanan	anjuran	0.29
makanan	pencitraan	0.25
makanan	ringkasan	0.29
makanan	akhiran	0.1
makanan	tontonan	0.38
makanan	kerinduan	0.22
makanan	tikungan	0.18
makanan	perhelatan	0.23
makanan	jebakan	0.3
makanan	pengkhianatan	0.15
makanan	garapan	0.19
makanan	terusan	0.23
makanan	penegasan	0.2
makanan	kontrakan	0.24
makanan	cerminan	0.27
makanan	gundukan	0.23
makanan	lompatan	0.21
makanan	renungan	0.24
makanan	pelataran	0.24
makanan	perempatan	0.21
makanan	rangkuman	0.28
makanan	ketukan	0.21
makanan	bisikan	0.19
makanan	bungkusan	0.43
makanan	kerumitan	0.19
makanan	pahatan	0.22
makanan	sindiran	0.22
makanan	kewajaran	0.2
makanan	penantian	0.18
makanan	pergelaran	0.2
makanan	meteran	0.2
makanan	tuturan	0.2
makanan	ujaran	0.2
makanan	kesengajaan	0.2
makanan	penggaris	0.2
makanan	tamparan	0.18
makanan	hantaman	0.21
makanan	kecupan	0.27
makanan	layangan	0.32
makanan	lamunan	0.18
makanan	gurauan	0.24
makanan	kelaziman	0.21
makanan	ketidaksengajaan	0.2
makanan	kemustahilan	0.18
makanan	suitan	0.3
makanan	penyerah	0.37
pendidikan	pemerintah	0.49
pendidikan	tujuan	0.45
pendidikan	kehidupan	0.53
pendidikan	hubungan	0.4
pendidikan	kegiatan	0.49
pendidikan	kecamatan	0.33
pendidikan	penilaian	0.44
pendidikan	kemampuan	0.42
pendidikan	lingkungan	0.46
pendidikan	kebutuhan	0.44
pendidikan	keadaan	0.29
pendidikan	pekerjaan	0.47
pendidikan	perubahan	0.36
pendidikan	permainan	0.36
pendidikan	pilihan	0.34
pendidikan	pertanyaan	0.33
pendidikan	penelitian	0.45
pendidikan	jaringan	0.34
pendidikan	pemerintahan	0.52
pendidikan	kekuatan	0.33
pendidikan	ukuran	0.27
pendidikan	tanaman	0.29
pendidikan	layanan	0.5
pendidikan	perkembangan	0.5
pendidikan	pengetahuan	0.53
pendidikan	pengalaman	0.41
pendidikan	pertandingan	0.29
pendidikan	bangunan	0.4
pendidikan	kemungkinan	0.26
pendidikan	pembangunan	0.57
pendidikan	kesempatan	0.38
pendidikan	tindakan	0.39
pendidikan	gerakan	0.34
pendidikan	kerajaan	0.35
pendidikan	kematian	0.33
pendidikan	kebijakan	0.51
pendidikan	pembelajaran	0.59
pendidikan	serangan	0.26
pendidikan	tulisan	0.34
pendidikan	jawaban	0.27
pendidikan	perbedaan	0.31
pendidikan	kekuasaan	0.4
pendidikan	keputusan	0.32
pendidikan	keuntungan	0.29
pendidikan	kehilangan	0.23
pendidikan	kejadian	0.26
pendidikan	kendaraan	0.32
pendidikan	perasaan	0.23
pendidikan	pelajaran	0.54
pendidikan	ruangan	0.27
pendidikan	peningkatan	0.42
pendidikan	saluran	0.35
pendidikan	aliran	0.32
pendidikan	laporan	0.3
pendidikan	pemilihan	0.42
pendidikan	kemenangan	0.27
pendidikan	pernikahan	0.41
pendidikan	catatan	0.27
pendidikan	pertemuan	0.29
pendidikan	penjualan	0.35
pendidikan	kesalahan	0.29
pendidikan	pandangan	0.43
pendidikan	lapangan	0.38
pendidikan	keseluruhan	0.35
pendidikan	perbuatan	0.33
pendidikan	keinginan	0.31
pendidikan	jabatan	0.43
pendidikan	penampilan	0.33
pendidikan	aturan	0.32
pendidikan	harapan	0.37
pendidikan	perencanaan	0.44
pendidikan	latihan	0.4
pendidikan	peralatan	0.35
pendidikan	penjelasan	0.28
pendidikan	kepercayaan	0.35
pendidikan	peraturan	0.38
pendidikan	kebiasaan	0.35
pendidikan	permasalahan	0.39
pendidikan	pemikiran	0.49
pendidikan	pengertian	0.37
pendidikan	ajaran	0.44
pendidikan	permintaan	0.27
pendidikan	kebenaran	0.32
pendidikan	pemahaman	0.47
pendidikan	pernyataan	0.29
pendidikan	kebudayaan	0.54
pendidikan	perjanjian	0.29
pendidikan	campuran	0.27
pendidikan	pertempuran	0.27
pendidikan	pendekatan	0.42
pendidikan	pelatihan	0.58
pendidikan	sebutan	0.24
pendidikan	petunjuk	0.25
pendidikan	ketinggian	0.18
pendidikan	kebaikan	0.35
pendidikan	hukuman	0.32
pendidikan	ujian	0.43
pendidikan	perguruan	0.62
pendidikan	perjuangan	0.44
pendidikan	kejahatan	0.37
pendidikan	masakan	0.35
pendidikan	ketentuan	0.29
pendidikan	kewajiban	0.37
pendidikan	pengelolaan	0.5
pendidikan	kemajuan	0.5
pendidikan	penawaran	0.29
pendidikan	kepemimpinan	0.48
pendidikan	rekaman	0.3
pendidikan	persoalan	0.42
pendidikan	jurusan	0.43
pendidikan	satuan	0.42
pendidikan	peringatan	0.33
pendidikan	kenyataan	0.33
pendidikan	kecelakaan	0.33
pendidikan	ikatan	0.33
pendidikan	kekerasan	0.39
pendidikan	keyakinan	0.34
pendidikan	kesadaran	0.42
pendidikan	tantangan	0.34
pendidikan	panggilan	0.28
pendidikan	gambaran	0.37
pendidikan	pemandangan	0.28
pendidikan	potongan	0.21
pendidikan	ancaman	0.28
pendidikan	rangkaian	0.3
pendidikan	kunjungan	0.32
pendidikan	keberhasilan	0.45
pendidikan	kebebasan	0.41
pendidikan	keindahan	0.34
pendidikan	perbatasan	0.28
pendidikan	pertimbangan	0.36
pendidikan	kebetulan	0.18
pendidikan	persiapan	0.43
pendidikan	harian	0.31
pendidikan	pembicaraan	0.3
pendidikan	ucapan	0.24
pendidikan	pelabuhan	0.27
pendidikan	pertunjukan	0.37
pendidikan	pengadilan	0.37
pendidikan	lukisan	0.23
pendidikan	tuntutan	0.41
pendidikan	pelanggaran	0.3
pendidikan	gagasan	0.37
pendidikan	pesanan	0.21
pendidikan	penemuan	0.3
pendidikan	jaminan	0.45
pendidikan	perkebunan	0.37
pendidikan	lingkaran	0.28
pendidikan	daratan	0.24
pendidikan	kekalahan	0.23
pendidikan	pergerakan	0.31
pendidikan	percobaan	0.26
pendidikan	peradaban	0.42
pendidikan	kegagalan	0.36
pendidikan	perayaan	0.34
pendidikan	perkawinan	0.4
pendidikan	perekonomian	0.43
pendidikan	pengakuan	0.32
pendidikan	kajian	0.47
pendidikan	kesuksesan	0.4
pendidikan	dataran	0.28
pendidikan	persamaan	0.29
pendidikan	tinjauan	0.21
pendidikan	kesatuan	0.35
pendidikan	kesepakatan	0.27
pendidikan	perumahan	0.44
pendidikan	penutup	0.24
pendidikan	pemberontakan	0.33
pendidikan	pengajaran	0.67
pendidikan	kebahagiaan	0.36
pendidikan	susunan	0.29
pendidikan	kebakaran	0.23
pendidikan	undangan	0.31
pendidikan	kesimpulan	0.26
pendidikan	panduan	0.32
pendidikan	tahapan	0.37
pendidikan	larutan	0.21
pendidikan	angkutan	0.37
pendidikan	pengukuran	0.29
pendidikan	dugaan	0.18
pendidikan	keadilan	0.4
pendidikan	pameran	0.34
pendidikan	permohonan	0.29
pendidikan	keseimbangan	0.26
pendidikan	perlawanan	0.29
pendidikan	peperangan	0.31
pendidikan	pengumuman	0.25
pendidikan	kemasan	0.22
pendidikan	persahabatan	0.33
pendidikan	tawaran	0.31
pendidikan	pencapaian	0.43
pendidikan	acuan	0.33
pendidikan	kehormatan	0.34
pendidikan	muatan	0.34
pendidikan	percakapan	0.29
pendidikan	ungkapan	0.26
pendidikan	kenangan	0.23
pendidikan	mainan	0.26
pendidikan	rancangan	0.35
pendidikan	karangan	0.28
pendidikan	dorongan	0.31
pendidikan	batasan	0.33
pendidikan	bayangan	0.22
pendidikan	tarian	0.28
pendidikan	pertarungan	0.3
pendidikan	usulan	0.35
pendidikan	kecenderungan	0.32
